Country or Area,Year,Area,Sex,City,City type,Record Type,Reliability,Source Year,Value,Value Footnotes
El Salvador,2017,Total,Both Sexes,Cuscatancingo,City proper,Estimate - de jure,Final figure; complete,2017,83119,
El Salvador,2017,Total,Both Sexes,Ilopango,City proper,Estimate - de jure,Final figure; complete,2017,135703,
El Salvador,2017,Total,Both Sexes,Mejicanos,City proper,Estimate - de jure,Final figure; complete,2017,144872,
El Salvador,2017,Total,Both Sexes,Santa Tecla,City proper,Estimate - de jure,Final figure; complete,2017,138695,
El Salvador,2017,Total,Both Sexes,San Martin,City proper,Estimate - de jure,Final figure; complete,2017,103245,
El Salvador,2017,Total,Both Sexes,San Miguel,City proper,Estimate - de jure,Final figure; complete,2017,265921,
El Salvador,2017,Total,Both Sexes,SAN SALVADOR,City proper,Estimate - de jure,Final figure; complete,2017,238244,
El Salvador,2017,Total,Both Sexes,Santa Ana,City proper,Estimate - de jure,Final figure; complete,2017,272554,
El Salvador,2017,Total,Both Sexes,Sonsonate,City proper,Estimate - de jure,Final figure; complete,2017,72951,
El Salvador,2017,Total,Both Sexes,Soyapango,City proper,Estimate - de jure,Final figure; complete,2017,283223,
El Salvador,2017,Total,Male,Ahuachapán,City proper,Estimate - de jure,Final figure; complete,2017,61829,
El Salvador,2017,Total,Male,Apopa,City proper,Estimate - de jure,Final figure; complete,2017,84297,
El Salvador,2017,Total,Male,Ciudad Delgado,City proper,Estimate - de jure,Final figure; complete,2017,59141,
El Salvador,2017,Total,Male,Cuscatancingo,City proper,Estimate - de jure,Final figure; complete,2017,37824,
El Salvador,2017,Total,Male,Ilopango,City proper,Estimate - de jure,Final figure; complete,2017,61394,
El Salvador,2017,Total,Male,Mejicanos,City proper,Estimate - de jure,Final figure; complete,2017,65747,
El Salvador,2017,Total,Male,Santa Tecla,City proper,Estimate - de jure,Final figure; complete,2017,62884,
El Salvador,2017,Total,Male,San Martin,City proper,Estimate - de jure,Final figure; complete,2017,47568,
El Salvador,2017,Total,Male,San Miguel,City proper,Estimate - de jure,Final figure; complete,2017,123506,
El Salvador,2017,Total,Male,SAN SALVADOR,City proper,Estimate - de jure,Final figure; complete,2017,108919,
El Salvador,2017,Total,Male,Santa Ana,City proper,Estimate - de jure,Final figure; complete,2017,129805,
El Salvador,2017,Total,Male,Sonsonate,City proper,Estimate - de jure,Final figure; complete,2017,34101,
El Salvador,2017,Total,Male,Soyapango,City proper,Estimate - de jure,Final figure; complete,2017,128956,
El Salvador,2017,Total,Female,Ahuachapán,City proper,Estimate - de jure,Final figure; complete,2017,67921,
El Salvador,2017,Total,Female,Apopa,City proper,Estimate - de jure,Final figure; complete,2017,100776,
El Salvador,2017,Total,Female,Ciudad Delgado,City proper,Estimate - de jure,Final figure; complete,2017,68871,
El Salvador,2017,Total,Female,Cuscatancingo,City proper,Estimate - de jure,Final figure; complete,2017,45295,
El Salvador,2017,Total,Female,Ilopango,City proper,Estimate - de jure,Final figure; complete,2017,74309,
El Salvador,2017,Total,Female,Mejicanos,City proper,Estimate - de jure,Final figure; complete,2017,79125,
El Salvador,2017,Total,Female,Santa Tecla,City proper,Estimate - de jure,Final figure; complete,2017,75811,
El Salvador,2017,Total,Female,San Martin,City proper,Estimate - de jure,Final figure; complete,2017,55677,
El Salvador,2017,Total,Female,San Miguel,City proper,Estimate - de jure,Final figure; complete,2017,142415,
El Salvador,2017,Total,Female,SAN SALVADOR,City proper,Estimate - de jure,Final figure; complete,2017,129325,
El Salvador,2017,Total,Female,Santa Ana,City proper,Estimate - de jure,Final figure; complete,2017,142749,
El Salvador,2017,Total,Female,Sonsonate,City proper,Estimate - de jure,Final figure; complete,2017,38850,
El Salvador,2017,Total,Female,Soyapango,City proper,Estimate - de jure,Final figure; complete,2017,154267,
Estonia,2017,Total,Both Sexes,TALLINN,City proper,Estimate - de jure,Final figure; complete,2017,426538,
Estonia,2017,Total,Both Sexes,Tartu,City proper,Estimate - de jure,Final figure; complete,2017,93124,
Estonia,2017,Total,Male,TALLINN,City proper,Estimate - de jure,Final figure; complete,2017,191558,
Estonia,2017,Total,Male,Tartu,City proper,Estimate - de jure,Final figure; complete,2017,41311,
Estonia,2017,Total,Female,TALLINN,City proper,Estimate - de jure,Final figure; complete,2017,234980,
Estonia,2017,Total,Female,Tartu,City proper,Estimate - de jure,Final figure; complete,2017,51813,
Liechtenstein,2017,Total,Both Sexes,VADUZ,City proper,Estimate - de jure,Final figure; complete,2017,5450,
Liechtenstein,2017,Total,Male,VADUZ,City proper,Estimate - de jure,Final figure; complete,2017,2650,
Liechtenstein,2017,Total,Female,VADUZ,City proper,Estimate - de jure,Final figure; complete,2017,2800,
Luxembourg,2017,Total,Both Sexes,LUXEMBOURG-VILLE,City proper,Estimate - de jure,Final figure; complete,2017,114303,
Luxembourg,2017,Total,Male,LUXEMBOURG-VILLE,City proper,Estimate - de jure,Final figure; complete,2017,58507,
Luxembourg,2017,Total,Female,LUXEMBOURG-VILLE,City proper,Estimate - de jure,Final figure; complete,2017,55796,
Maldives,2017,Total,Both Sexes,MALÉ,City proper,Estimate - de facto,Final figure; complete,2017,142908.7399,
Maldives,2017,Total,Male,MALÉ,City proper,Estimate - de facto,Final figure; complete,2017,71326.47878,
Maldives,2017,Total,Female,MALÉ,City proper,Estimate - de facto,Final figure; complete,2017,71582.26116,
Pakistan,2017,Total,Both Sexes,Faisalabad (Lyallpur),City proper,Census - de facto - complete tabulation,Provisional figure,2017,3203846,
Pakistan,2017,Total,Both Sexes,Gujranwala,City proper,Census - de facto - complete tabulation,Provisional figure,2017,2027001,
Pakistan,2017,Total,Both Sexes,Hyderabad,City proper,Census - de facto - complete tabulation,Provisional figure,2017,1732693,
Pakistan,2017,Total,Both Sexes,ISLAMABAD,City proper,Census - de facto - complete tabulation,Provisional figure,2017,1014825,
Pakistan,2017,Total,Both Sexes,Karachi,City proper,Census - de facto - complete tabulation,Provisional figure,2017,14910352,
Pakistan,2017,Total,Both Sexes,Lahore,City proper,Census - de facto - complete tabulation,Provisional figure,2017,11126285,
Pakistan,2017,Total,Both Sexes,Multan,City proper,Census - de facto - complete tabulation,Provisional figure,2017,1871843,
Pakistan,2017,Total,Both Sexes,Peshawar,City proper,Census - de facto - complete tabulation,Provisional figure,2017,1970042,
Pakistan,2017,Total,Both Sexes,Quetta,City proper,Census - de facto - complete tabulation,Provisional figure,2017,1001205,
Pakistan,2017,Total,Both Sexes,Rawalpindi,City proper,Census - de facto - complete tabulation,Provisional figure,2017,2098231,
Republic of Korea,2017,Total,Both Sexes,Busan (Pusan),City proper,Estimate - de jure,Final figure; complete,2017,3428923,
Republic of Korea,2017,Total,Both Sexes,Daegu (Taegu),City proper,Estimate - de jure,Final figure; complete,2017,2465268,
Republic of Korea,2017,Total,Both Sexes,Daejeon (Taejon),City proper,Estimate - de jure,Final figure; complete,2017,1531256,
Republic of Korea,2017,Total,Both Sexes,Gwangju (Kwangchu),City proper,Estimate - de jure,Final figure; complete,2017,1500977,
Republic of Korea,2017,Total,Both Sexes,Incheon,City proper,Estimate - de jure,Final figure; complete,2017,2923047,
Republic of Korea,2017,Total,Both Sexes,Jeju (Cheju),City proper,Estimate - de jure,Final figure; complete,2017,634161,
Republic of Korea,2017,Total,Both Sexes,Sejong,City proper,Estimate - de jure,Final figure; complete,2017,275594,
Republic of Korea,2017,Total,Both Sexes,SEOUL,City proper,Estimate - de jure,Final figure; complete,2017,9776305,
Republic of Korea,2017,Total,Both Sexes,Ulsan,City proper,Estimate - de jure,Final figure; complete,2017,1165646,
Republic of Korea,2017,Total,Male,Busan (Pusan),City proper,Estimate - de jure,Final figure; complete,2017,1688567,
Republic of Korea,2017,Total,Male,Daegu (Taegu),City proper,Estimate - de jure,Final figure; complete,2017,1226252,
Republic of Korea,2017,Total,Male,Daejeon (Taejon),City proper,Estimate - de jure,Final figure; complete,2017,768766,
Republic of Korea,2017,Total,Male,Gwangju (Kwangchu),City proper,Estimate - de jure,Final figure; complete,2017,748034,
Republic of Korea,2017,Total,Male,Incheon,City proper,Estimate - de jure,Final figure; complete,2017,1470976,
Republic of Korea,2017,Total,Male,Jeju (Cheju),City proper,Estimate - de jure,Final figure; complete,2017,320174,
Republic of Korea,2017,Total,Male,Sejong,City proper,Estimate - de jure,Final figure; complete,2017,138558,
Republic of Korea,2017,Total,Male,SEOUL,City proper,Estimate - de jure,Final figure; complete,2017,4785234,
Republic of Korea,2017,Total,Male,Ulsan,City proper,Estimate - de jure,Final figure; complete,2017,605925,
Republic of Korea,2017,Total,Female,Busan (Pusan),City proper,Estimate - de jure,Final figure; complete,2017,1740356,
Republic of Korea,2017,Total,Female,Daegu (Taegu),City proper,Estimate - de jure,Final figure; complete,2017,1239016,
Republic of Korea,2017,Total,Female,Daejeon (Taejon),City proper,Estimate - de jure,Final figure; complete,2017,762490,
Republic of Korea,2017,Total,Female,Gwangju (Kwangchu),City proper,Estimate - de jure,Final figure; complete,2017,752943,
Republic of Korea,2017,Total,Female,Incheon,City proper,Estimate - de jure,Final figure; complete,2017,1452071,
Republic of Korea,2017,Total,Female,Jeju (Cheju),City proper,Estimate - de jure,Final figure; complete,2017,313987,
Republic of Korea,2017,Total,Female,Sejong,City proper,Estimate - de jure,Final figure; complete,2017,137036,
Republic of Korea,2017,Total,Female,SEOUL,City proper,Estimate - de jure,Final figure; complete,2017,4991071,
Republic of Korea,2017,Total,Female,Ulsan,City proper,Estimate - de jure,Final figure; complete,2017,559721,
San Marino,2017,Total,Both Sexes,SAN MARINO,City proper,Estimate - de jure,Final figure; complete,2017,4109,
San Marino,2017,Total,Male,SAN MARINO,City proper,Estimate - de jure,Final figure; complete,2017,2010,
San Marino,2017,Total,Female,SAN MARINO,City proper,Estimate - de jure,Final figure; complete,2017,2099,
Switzerland,2017,Total,Both Sexes,Baden-Brugg,City proper,Estimate - de jure,Final figure; complete,2017,30426,
Switzerland,2017,Total,Both Sexes,Baden-Brugg,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,110347,5
Switzerland,2017,Total,Both Sexes,Bâle,City proper,Estimate - de jure,Final figure; complete,2017,171017,
Switzerland,2017,Total,Both Sexes,Bâle,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,545326,5
Switzerland,2017,Total,Both Sexes,BERNE,City proper,Estimate - de jure,Final figure; complete,2017,133115,
Switzerland,2017,Total,Both Sexes,BERNE,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,415485,5
Switzerland,2017,Total,Both Sexes,Fribourg,City proper,Estimate - de jure,Final figure; complete,2017,38829,
Switzerland,2017,Total,Both Sexes,Fribourg,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,108998,5
Switzerland,2017,Total,Both Sexes,Genève,City proper,Estimate - de jure,Final figure; complete,2017,198979,
Switzerland,2017,Total,Both Sexes,Genève,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,585400,5
Switzerland,2017,Total,Both Sexes,Lausanne,City proper,Estimate - de jure,Final figure; complete,2017,137810,
Switzerland,2017,Total,Both Sexes,Lausanne,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,415620,5
Switzerland,2017,Total,Both Sexes,Lugano,City proper,Estimate - de jure,Final figure; complete,2017,63932,
Switzerland,2017,Total,Both Sexes,Lugano,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,151708,5
Switzerland,2017,Total,Both Sexes,Luzern,City proper,Estimate - de jure,Final figure; complete,2017,81592,
Switzerland,2017,Total,Both Sexes,Luzern,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,228321,5
Switzerland,2017,Total,Both Sexes,Olten-Zofingen,City proper,Estimate - de jure,Final figure; complete,2017,29726,
Switzerland,2017,Total,Both Sexes,Olten-Zofingen,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,99806,5
Switzerland,2017,Total,Both Sexes,St. Gallen,City proper,Estimate - de jure,Final figure; complete,2017,75481,
Switzerland,2017,Total,Both Sexes,St. Gallen,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,166421,5
Switzerland,2017,Total,Both Sexes,Winterthur,City proper,Estimate - de jure,Final figure; complete,2017,109775,
Switzerland,2017,Total,Both Sexes,Winterthur,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,140227,5
Switzerland,2017,Total,Both Sexes,Zug,City proper,Estimate - de jure,Final figure; complete,2017,29804,
Switzerland,2017,Total,Both Sexes,Zug,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,129062,5
Switzerland,2017,Total,Both Sexes,Zürich,City proper,Estimate - de jure,Final figure; complete,2017,402762,
Switzerland,2017,Total,Both Sexes,Zürich,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,1354140,5
Switzerland,2017,Total,Male,Baden-Brugg,City proper,Estimate - de jure,Final figure; complete,2017,15366,
Switzerland,2017,Total,Male,Baden-Brugg,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,55076,5
Switzerland,2017,Total,Male,Bâle,City proper,Estimate - de jure,Final figure; complete,2017,82865,
Switzerland,2017,Total,Male,Bâle,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,266454,5
Switzerland,2017,Total,Male,BERNE,City proper,Estimate - de jure,Final figure; complete,2017,64167,
Switzerland,2017,Total,Male,BERNE,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,202262,5
Switzerland,2017,Total,Male,Fribourg,City proper,Estimate - de jure,Final figure; complete,2017,19315,
Switzerland,2017,Total,Male,Fribourg,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,54354,5
Switzerland,2017,Total,Male,Genève,City proper,Estimate - de jure,Final figure; complete,2017,95686,
Switzerland,2017,Total,Male,Genève,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,284339,5
Switzerland,2017,Total,Male,Lausanne,City proper,Estimate - de jure,Final figure; complete,2017,66525,
Switzerland,2017,Total,Male,Lausanne,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,204006,5
Switzerland,2017,Total,Male,Lugano,City proper,Estimate - de jure,Final figure; complete,2017,30868,
Switzerland,2017,Total,Male,Lugano,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,73785,5
Switzerland,2017,Total,Male,Luzern,City proper,Estimate - de jure,Final figure; complete,2017,39267,
Switzerland,2017,Total,Male,Luzern,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,112362,5
Switzerland,2017,Total,Male,Olten-Zofingen,City proper,Estimate - de jure,Final figure; complete,2017,14641,
Switzerland,2017,Total,Male,Olten-Zofingen,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,49848,5
Switzerland,2017,Total,Male,St. Gallen,City proper,Estimate - de jure,Final figure; complete,2017,36841,
Switzerland,2017,Total,Male,St. Gallen,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,82193,5
Switzerland,2017,Total,Male,Winterthur,City proper,Estimate - de jure,Final figure; complete,2017,53830,
Switzerland,2017,Total,Male,Winterthur,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,69057,5
Switzerland,2017,Total,Male,Zug,City proper,Estimate - de jure,Final figure; complete,2017,15082,
Switzerland,2017,Total,Male,Zug,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,65297,5
Switzerland,2017,Total,Male,Zürich,City proper,Estimate - de jure,Final figure; complete,2017,200536,
Switzerland,2017,Total,Male,Zürich,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,674775,5
Switzerland,2017,Total,Female,Baden-Brugg,City proper,Estimate - de jure,Final figure; complete,2017,15060,
Switzerland,2017,Total,Female,Baden-Brugg,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,55271,5
Switzerland,2017,Total,Female,Bâle,City proper,Estimate - de jure,Final figure; complete,2017,88152,
Switzerland,2017,Total,Female,Bâle,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,278872,5
Switzerland,2017,Total,Female,BERNE,City proper,Estimate - de jure,Final figure; complete,2017,68948,
Switzerland,2017,Total,Female,BERNE,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,213223,5
Switzerland,2017,Total,Female,Fribourg,City proper,Estimate - de jure,Final figure; complete,2017,19514,
Switzerland,2017,Total,Female,Fribourg,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,54644,5
Switzerland,2017,Total,Female,Genève,City proper,Estimate - de jure,Final figure; complete,2017,103293,
Switzerland,2017,Total,Female,Genève,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,301061,5
Switzerland,2017,Total,Female,Lausanne,City proper,Estimate - de jure,Final figure; complete,2017,71285,
Switzerland,2017,Total,Female,Lausanne,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,211614,5
Switzerland,2017,Total,Female,Lugano,City proper,Estimate - de jure,Final figure; complete,2017,33064,
Switzerland,2017,Total,Female,Lugano,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,77923,5
Switzerland,2017,Total,Female,Luzern,City proper,Estimate - de jure,Final figure; complete,2017,42325,
Switzerland,2017,Total,Female,Luzern,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,115959,5
Switzerland,2017,Total,Female,Olten-Zofingen,City proper,Estimate - de jure,Final figure; complete,2017,15085,
Switzerland,2017,Total,Female,Olten-Zofingen,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,49958,5
Switzerland,2017,Total,Female,St. Gallen,City proper,Estimate - de jure,Final figure; complete,2017,38640,
Switzerland,2017,Total,Female,St. Gallen,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,84228,5
Switzerland,2017,Total,Female,Winterthur,City proper,Estimate - de jure,Final figure; complete,2017,55945,
Switzerland,2017,Total,Female,Winterthur,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,71170,5
Switzerland,2017,Total,Female,Zug,City proper,Estimate - de jure,Final figure; complete,2017,14722,
Switzerland,2017,Total,Female,Zug,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,63765,5
Switzerland,2017,Total,Female,Zürich,City proper,Estimate - de jure,Final figure; complete,2017,202226,
Switzerland,2017,Total,Female,Zürich,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,679365,5
Ukraine,2017,Total,Both Sexes,Alchevsk,City proper,Estimate - de jure,Final figure; complete,2017,108754,
Ukraine,2017,Total,Both Sexes,Bila Tserkva,City proper,Estimate - de jure,Final figure; complete,2017,203816,
Ukraine,2017,Total,Both Sexes,Berdyansk,City proper,Estimate - de jure,Final figure; complete,2017,113354,
Ukraine,2017,Total,Both Sexes,Berdyansk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,116416,
Ukraine,2017,Total,Both Sexes,Cherkasy,City proper,Estimate - de jure,Final figure; complete,2017,279074,
Ukraine,2017,Total,Both Sexes,Cherkasy,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,279972,
Ukraine,2017,Total,Both Sexes,Chernihiv,City proper,Estimate - de jure,Final figure; complete,2017,285821,
Ukraine,2017,Total,Both Sexes,Chernivtsi,City proper,Estimate - de jure,Final figure; complete,2017,262276,
Ukraine,2017,Total,Both Sexes,Dniprodzerzhynsk,City proper,Estimate - de jure,Final figure; complete,2017,236694,
Ukraine,2017,Total,Both Sexes,Dniprodzerzhynsk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,243643,
Ukraine,2017,Total,Both Sexes,Dnepropetrovsk,City proper,Estimate - de jure,Final figure; complete,2017,966400,
Ukraine,2017,Total,Both Sexes,Dnepropetrovsk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,968811,
Ukraine,2017,Total,Both Sexes,Donets'k,City proper,Estimate - de jure,Final figure; complete,2017,918536,
Ukraine,2017,Total,Both Sexes,Donets'k,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,934413,
Ukraine,2017,Total,Both Sexes,Enakievo (Yenakievo),City proper,Estimate - de jure,Final figure; complete,2017,79660,
Ukraine,2017,Total,Both Sexes,Enakievo (Yenakievo),Urban agglomeration,Estimate - de jure,Final figure; complete,2017,107773,
Ukraine,2017,Total,Both Sexes,Gorlivka,City proper,Estimate - de jure,Final figure; complete,2017,245746,
Ukraine,2017,Total,Both Sexes,Gorlivka,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,262473,
Ukraine,2017,Total,Both Sexes,Ivano-Frankivsk,City proper,Estimate - de jure,Final figure; complete,2017,230507,
Ukraine,2017,Total,Both Sexes,Ivano-Frankivsk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,251760,
Ukraine,2017,Total,Both Sexes,Kamenets Podolsky,City proper,Estimate - de jure,Final figure; complete,2017,99758,
Ukraine,2017,Total,Both Sexes,Kharkiv,City proper,Estimate - de jure,Final figure; complete,2017,1419469,
Ukraine,2017,Total,Both Sexes,Kherson,City proper,Estimate - de jure,Final figure; complete,2017,289697,
Ukraine,2017,Total,Both Sexes,Kherson,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,326978,
Ukraine,2017,Total,Both Sexes,Khmelnitsky (Hmilnyk),City proper,Estimate - de jure,Final figure; complete,2017,265693,
Ukraine,2017,Total,Both Sexes,KYIV,City proper,Estimate - de jure,Final figure; complete,2017,2884453,
Ukraine,2017,Total,Both Sexes,Kirovograd,City proper,Estimate - de jure,Final figure; complete,2017,226491,
Ukraine,2017,Total,Both Sexes,Kirovograd,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,234537,
Ukraine,2017,Total,Both Sexes,Kramatorsk,City proper,Estimate - de jure,Final figure; complete,2017,157175,
Ukraine,2017,Total,Both Sexes,Kramatorsk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,190288,
Ukraine,2017,Total,Both Sexes,Krasny Lutch,City proper,Estimate - de jure,Final figure; complete,2017,81343,
Ukraine,2017,Total,Both Sexes,Krasny Lutch,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,121592,
Ukraine,2017,Total,Both Sexes,Krementchug,City proper,Estimate - de jure,Final figure; complete,2017,221345,
Ukraine,2017,Total,Both Sexes,Krivoy Rog,City proper,Estimate - de jure,Final figure; complete,2017,634780,
Ukraine,2017,Total,Both Sexes,Krivoy Rog,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,637550,
Ukraine,2017,Total,Both Sexes,Lugansk,City proper,Estimate - de jure,Final figure; complete,2017,409895,
Ukraine,2017,Total,Both Sexes,Lugansk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,435828,
Ukraine,2017,Total,Both Sexes,Luts'k,City proper,Estimate - de jure,Final figure; complete,2017,213950,
Ukraine,2017,Total,Both Sexes,Lviv,City proper,Estimate - de jure,Final figure; complete,2017,721301,
Ukraine,2017,Total,Both Sexes,Lviv,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,750632,
Ukraine,2017,Total,Both Sexes,Lysychansk,City proper,Estimate - de jure,Final figure; complete,2017,99598,
Ukraine,2017,Total,Both Sexes,Lysychansk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,114436,
Ukraine,2017,Total,Both Sexes,Makijivka,City proper,Estimate - de jure,Final figure; complete,2017,345685,
Ukraine,2017,Total,Both Sexes,Makijivka,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,383454,
Ukraine,2017,Total,Both Sexes,Mariupol,City proper,Estimate - de jure,Final figure; complete,2017,446103,
Ukraine,2017,Total,Both Sexes,Mariupol,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,467552,
Ukraine,2017,Total,Both Sexes,Melitopol,City proper,Estimate - de jure,Final figure; complete,2017,154839,
Ukraine,2017,Total,Both Sexes,Nikolaev,City proper,Estimate - de jure,Final figure; complete,2017,486267,
Ukraine,2017,Total,Both Sexes,Nikopol,City proper,Estimate - de jure,Final figure; complete,2017,115943,
Ukraine,2017,Total,Both Sexes,Odessa,City proper,Estimate - de jure,Final figure; complete,2017,993120,
Ukraine,2017,Total,Both Sexes,Pavlograd,City proper,Estimate - de jure,Final figure; complete,2017,108685,
Ukraine,2017,Total,Both Sexes,Poltava,City proper,Estimate - de jure,Final figure; complete,2017,284942,
Ukraine,2017,Total,Both Sexes,Rivne,City proper,Estimate - de jure,Final figure; complete,2017,243934,
Ukraine,2017,Total,Both Sexes,Sievierodonetsk,City proper,Estimate - de jure,Final figure; complete,2017,106513,
Ukraine,2017,Total,Both Sexes,Sievierodonetsk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,116795,
Ukraine,2017,Total,Both Sexes,Slovyansk,City proper,Estimate - de jure,Final figure; complete,2017,111084,
Ukraine,2017,Total,Both Sexes,Slovyansk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,114260,
Ukraine,2017,Total,Both Sexes,Stakhanov,City proper,Estimate - de jure,Final figure; complete,2017,75856,
Ukraine,2017,Total,Both Sexes,Stakhanov,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,89916,
Ukraine,2017,Total,Both Sexes,Sumy,City proper,Estimate - de jure,Final figure; complete,2017,264753,
Ukraine,2017,Total,Both Sexes,Sumy,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,267666,
Ukraine,2017,Total,Both Sexes,Ternopil,City proper,Estimate - de jure,Final figure; complete,2017,216384,
Ukraine,2017,Total,Both Sexes,Uzhhorod,City proper,Estimate - de jure,Final figure; complete,2017,112447,
Ukraine,2017,Total,Both Sexes,Vinnitsa,City proper,Estimate - de jure,Final figure; complete,2017,370834,
Ukraine,2017,Total,Both Sexes,Zaporozhye,City proper,Estimate - de jure,Final figure; complete,2017,746749,
Ukraine,2017,Total,Both Sexes,Zhytomyr,City proper,Estimate - de jure,Final figure; complete,2017,266106,
Ukraine,2017,Total,Male,Alchevsk,City proper,Estimate - de jure,Final figure; complete,2017,49859,
Ukraine,2017,Total,Male,Bila Tserkva,City proper,Estimate - de jure,Final figure; complete,2017,94075,
Ukraine,2017,Total,Male,Berdyansk,City proper,Estimate - de jure,Final figure; complete,2017,50093,
Ukraine,2017,Total,Male,Berdyansk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,51555,
Ukraine,2017,Total,Male,Cherkasy,City proper,Estimate - de jure,Final figure; complete,2017,127449,
Ukraine,2017,Total,Male,Cherkasy,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,127923,
Ukraine,2017,Total,Male,Chernihiv,City proper,Estimate - de jure,Final figure; complete,2017,131285,
Ukraine,2017,Total,Male,Chernivtsi,City proper,Estimate - de jure,Final figure; complete,2017,120248,
Ukraine,2017,Total,Male,Dniprodzerzhynsk,City proper,Estimate - de jure,Final figure; complete,2017,106410,
Ukraine,2017,Total,Male,Dniprodzerzhynsk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,109547,
Ukraine,2017,Total,Male,Dnepropetrovsk,City proper,Estimate - de jure,Final figure; complete,2017,439549,
Ukraine,2017,Total,Male,Dnepropetrovsk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,440721,
Ukraine,2017,Total,Male,Donets'k,City proper,Estimate - de jure,Final figure; complete,2017,406250,
Ukraine,2017,Total,Male,Donets'k,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,413463,
Ukraine,2017,Total,Male,Enakievo (Yenakievo),City proper,Estimate - de jure,Final figure; complete,2017,35319,
Ukraine,2017,Total,Male,Enakievo (Yenakievo),Urban agglomeration,Estimate - de jure,Final figure; complete,2017,47970,
Ukraine,2017,Total,Male,Gorlivka,City proper,Estimate - de jure,Final figure; complete,2017,110092,
Ukraine,2017,Total,Male,Gorlivka,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,117595,
Ukraine,2017,Total,Male,Ivano-Frankivsk,City proper,Estimate - de jure,Final figure; complete,2017,108022,
Ukraine,2017,Total,Male,Ivano-Frankivsk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,117642,
Ukraine,2017,Total,Male,Kamenets Podolsky,City proper,Estimate - de jure,Final figure; complete,2017,46426,
Ukraine,2017,Total,Male,Kharkiv,City proper,Estimate - de jure,Final figure; complete,2017,658110,
